return_id,return_date,client_id,material_id,quantity_returned,reason,supplier_id_traced,model_probability,top3,source,supplier_attributed,confidence,model_agrees
RET-0366,2023-03-19,Client-061,Spring Steel,4.08,Wrong dimensions,VS32,0.19493357892547541,"[{""supplier_id"": ""VS19"", ""p"": 0.1949}, {""supplier_id"": ""VS03"", ""p"": 0.19}, {""supplier_id"": ""VS12"", ""p"": 0.163}]",recorded,VS32,1.0,0.0
RET-0367,2023-03-07,Client-004,SS Pipes,1.2,Wrong dimensions,VS12,0.21769655083668227,"[{""supplier_id"": ""VS12"", ""p"": 0.2177}, {""supplier_id"": ""VS03"", ""p"": 0.1791}, {""supplier_id"": ""VS19"", ""p"": 0.1736}]",recorded,VS12,1.0,1.0
RET-0368,2022-06-25,Client-012,Structural Steel,1.4,Edge damage,,0.19951497703873503,"[{""supplier_id"": ""VS19"", ""p"": 0.1995}, {""supplier_id"": ""VS12"", ""p"": 0.1925}, {""supplier_id"": ""VS03"", ""p"": 0.1662}]",inferred,VS19,0.19951497703873503,
RET-0369,2023-01-23,Client-044,GI Pipes,3.26,Surface rust,VS05,0.19119545154428486,"[{""supplier_id"": ""VS03"", ""p"": 0.1912}, {""supplier_id"": ""VS12"", ""p"": 0.181}, {""supplier_id"": ""VS19"", ""p"": 0.1782}]",recorded,VS05,1.0,0.0
RET-0370,2023-03-20,Client-039,HR Coils,2.49,Bend/warp,,0.214110932285291,"[{""supplier_id"": ""VS12"", ""p"": 0.2141}, {""supplier_id"": ""VS19"", ""p"": 0.1949}, {""supplier_id"": ""VS03"", ""p"": 0.1639}]",inferred,VS12,0.214110932285291,
RET-0371,2023-06-07,Client-077,SS Pipes,4.89,Weight short,VS24,0.22183389015806848,"[{""supplier_id"": ""VS12"", ""p"": 0.2218}, {""supplier_id"": ""VS03"", ""p"": 0.1756}, {""supplier_id"": ""VS19"", ""p"": 0.1638}]",recorded,VS24,1.0,0.0
RET-0372,2022-05-16,Client-037,HR Coils,0.55,Wrong dimensions,VS33,0.20101136045736331,"[{""supplier_id"": ""VS19"", ""p"": 0.201}, {""supplier_id"": ""VS03"", ""p"": 0.192}, {""supplier_id"": ""VS12"", ""p"": 0.1717}]",recorded,VS33,1.0,0.0
RET-0373,2021-03-07,Client-065,GI Wire,0.53,Edge damage,VS19,0.19783611046694022,"[{""supplier_id"": ""VS12"", ""p"": 0.1978}, {""supplier_id"": ""VS19"", ""p"": 0.1943}, {""supplier_id"": ""VS03"", ""p"": 0.1151}]",recorded,VS19,1.0,0.0
RET-0374,2023-05-17,Client-003,MS Rods,4.85,Grade mismatch,VS03,0.19425815197905866,"[{""supplier_id"": ""VS12"", ""p"": 0.1943}, {""supplier_id"": ""VS19"", ""p"": 0.176}, {""supplier_id"": ""VS03"", ""p"": 0.172}]",recorded,VS03,1.0,0.0
RET-0375,2023-01-20,Client-033,SS Pipes,4.66,Weight short,VS14,0.213946876955758,"[{""supplier_id"": ""VS12"", ""p"": 0.2139}, {""supplier_id"": ""VS19"", ""p"": 0.1934}, {""supplier_id"": ""VS03"", ""p"": 0.174}]",recorded,VS14,1.0,0.0
RET-0376,2022-03-26,Client-067,GI Wire,0.4,Grade mismatch,VS12,0.20969452938186342,"[{""supplier_id"": ""VS19"", ""p"": 0.2097}, {""supplier_id"": ""VS12"", ""p"": 0.2027}, {""supplier_id"": ""VS03"", ""p"": 0.1649}]",recorded,VS12,1.0,0.0
RET-0377,2022-06-24,Client-033,SS Sheets,0.56,Bend/warp,VS12,0.19844182326762824,"[{""supplier_id"": ""VS19"", ""p"": 0.1984}, {""supplier_id"": ""VS12"", ""p"": 0.1885}, {""supplier_id"": ""VS03"", ""p"": 0.1596}]",recorded,VS12,1.0,0.0
RET-0378,2021-11-22,Client-037,ERW Pipes,1.28,Grade mismatch,VS32,0.20237918843701383,"[{""supplier_id"": ""VS19"", ""p"": 0.2024}, {""supplier_id"": ""VS12"", ""p"": 0.1959}, {""supplier_id"": ""VS03"", ""p"": 0.1707}]",recorded,VS32,1.0,0.0
RET-0379,2023-11-20,Client-025,SS Sheets,0.79,Grade mismatch,,0.21834136125780368,"[{""supplier_id"": ""VS12"", ""p"": 0.2183}, {""supplier_id"": ""VS03"", ""p"": 0.178}, {""supplier_id"": ""VS19"", ""p"": 0.1746}]",inferred,VS12,0.21834136125780368,
